iter	Logloss
560	0.2412667089
565	0.2412556266
570	0.2412422408
575	0.2412321364
580	0.2412193591
585	0.2412082985
590	0.241196021
595	0.2411828743
600	0.2411716399
605	0.2411628827
610	0.2411529737
615	0.2411391752
620	0.2411251593
625	0.2411159674
630	0.2411036248
635	0.241093781
640	0.241082351
645	0.2410726812
650	0.2410586435
655	0.2410419114
660	0.2410295252
665	0.2410203334
670	0.2410084471
675	0.2409999506
680	0.2409854784
685	0.240971506
690	0.2409642264
695	0.2409544913
700	0.2409424311
705	0.2409315227
710	0.2409205055
715	0.2409096405
720	0.2408993839
725	0.2408881277
730	0.2408766108
735	0.2408656371
740	0.2408541854
745	0.2408421904
750	0.2408340633
755	0.2408273705
760	0.2408169618
765	0.2408103558
770	0.2408012292
775	0.2407924068
780	0.2407801945
785	0.2407707202
790	0.2407606809
795	0.2407471865
800	0.2407356479
805	0.2407224794
810	0.2407114623
815	0.2407025964
820	0.2406926658
825	0.2406819746
830	0.240676868
835	0.2406669374
840	0.2406598751
845	0.2406510962
850	0.2406424042
855	0.2406324735
860	0.2406208914
865	0.2406118517
870	0.240604985
875	0.2405964668
880	0.2405866665
885	0.2405761492
890	0.2405670008
895	0.2405581784
900	0.2405494429
905	0.2405394471
910	0.2405318633
915	0.2405244099
920	0.2405153485
925	0.2405042879
930	0.2404951395
935	0.2404854479
940	0.2404744742
945	0.2404668035
950	0.240455091
955	0.2404450517
960	0.2404358816
965	0.2404274721
970	0.2404163898
975	0.2404072197
980	0.240397289
985	0.240384729
990	0.2403762326
995	0.2403696484
1000	0.2403590658
1005	0.2403526337
1010	0.2403418339
1015	0.2403349889
1020	0.2403255146
1025	0.2403187566
1030	0.2403092388
1035	0.2403000687
1040	0.2402895948
1045	0.2402812505
1050	0.2402734059
1055	0.2402672129
1060	0.2402596725
1065	0.2402500678
1070	0.2402426144
1075	0.2402360519
1080	0.240225665
1085	0.2402167122
1090	0.2402083027
1095	0.2402006754
1100	0.2401910055
1105	0.2401817485
1110	0.2401724698
1115	0.2401643427
1120	0.2401519349
1125	0.2401423954
1130	0.2401349637
1135	0.2401265976
1140	0.2401187096
1145	0.2401119081
1150	0.2401021078
1155	0.2400947631
1160	0.2400867881
1165	0.2400774008
1170	0.2400698604
1175	0.2400596473
1180	0.2400508466
1185	0.2400445014
1190	0.2400360702
1195	0.2400277258
1200	0.2400192511
1205	0.2400086251
1210	0.2400007371
1215	0.2399936096
1220	0.2399828098
1225	0.2399737266
1230	0.2399660124
1235	0.2399584069
1240	0.2399496062
1245	0.2399426961
1250	0.2399347211
1255	0.2399257032
1260	0.2399156856
1265	0.239907928
1270	0.2399028214
1275	0.2398958243
1280	0.2398881536
1285	0.2398790053
1290	0.2398711824
1295	0.2398635769
1300	0.2398542982
1305	0.2398464102
1310	0.2398409342
1315	0.2398336981
1320	0.2398267879
1325	0.2398190086
1330	0.2398087302
1335	0.2398002338
1340	0.2397920633
1345	0.2397870219
1350	0.2397814373
1355	0.2397735927
1360	0.2397656178
1365	0.2397572517
1370	0.2397501894
1375	0.2397419537
1380	0.2397340657
1385	0.2397261343
1390	0.2397184418
1395	0.2397124878
1400	0.2397059036
1405	0.2396996888
1410	0.2396937565
1415	0.2396865204
1420	0.2396786106
1425	0.239671657
1430	0.2396642036
1435	0.2396566415
1440	0.2396486883
1445	0.2396397355
1450	0.2396319344
1455	0.2396212432
1460	0.2396149415
1465	0.2396061626
1470	0.239597514
1475	0.2395899302
1480	0.2395838241
1485	0.2395767835
1490	0.2395701776
1495	0.2395607902
1500	0.2395534454
1505	0.2395462093
1510	0.2395386473
1515	0.2395311939
1520	0.2395260221
1525	0.2395195683
1530	0.2395120279
1535	0.2395042051
1540	0.2394973167
1545	0.2394889506
1550	0.239482562
1555	0.2394754997
1560	0.2394649389
1565	0.2394571161
1570	0.2394482285
1575	0.2394411227
1580	0.2394340387
1585	0.2394274763
1590	0.2394195448
1595	0.2394144817
1600	0.239405442
1605	0.2393971194
1610	0.2393878841
1615	0.2393799091
1620	0.2393729121
1625	0.2393644373
1630	0.2393557236
1635	0.2393482484
1640	0.2393430115
1645	0.2393365359
1650	0.2393294954
1655	0.2393223027
1660	0.2393150014
1665	0.2393066788
1670	0.2392991385
1675	0.2392915112
1680	0.2392842317
1685	0.2392778213
1690	0.2392684774
1695	0.2392619149
1700	0.239253614
1705	0.2392468342
1710	0.2392419667
1715	0.2392358388
1720	0.2392302977
1725	0.2392224531
1730	0.2392153474
1735	0.2392093716
1740	0.2392021138
1745	0.2391932262
1750	0.2391845559
1755	0.2391790799
1760	0.2391731259
1765	0.2391666503
1770	0.2391606745
1775	0.2391542642
1780	0.23914655
1785	0.2391401179
1790	0.2391332295
1795	0.2391271885
1800	0.2391201914
1805	0.2391136724
1810	0.2391084789
1815	0.2391027204
1820	0.2390956799
1825	0.2390880744
1830	0.2390807079
1835	0.2390749929
1840	0.2390696473
1845	0.2390618027
1850	0.2390561312
1855	0.2390476999
1860	0.2390410723
1865	0.2390327714
1870	0.2390235361
1875	0.2390166911
1880	0.2390099983
1885	0.2390022624
1890	0.238996091
1895	0.2389895285
1900	0.238983053
1905	0.2389749259
1910	0.238969689
1915	0.238964452
1920	0.2389575636
1925	0.2389506317
1930	0.2389430479
1935	0.2389367679
1940	0.2389289451
1945	0.2389231432
1950	0.2389164503
1955	0.2389092794
1960	0.2389036513
1965	0.2388963935
1970	0.2388880057
1975	0.238880813
1980	0.2388735769
1985	0.2388676446
1990	0.2388616471
1995	0.2388529551
2000	0.2388461318
2005	0.2388388523
2010	0.2388329852
2015	0.2388251406
2020	0.2388185781
2025	0.2388112116
2030	0.2388046926
2035	0.2387971523
2040	0.23879009
2045	0.2387818109
2050	0.2387755091
2055	0.2387684034
2060	0.2387620365
2065	0.2387543441
2070	0.2387472166
2075	0.2387406107
2080	0.2387347218
2085	0.2387277247
2090	0.2387215534
2095	0.2387135567
2100	0.2387074288
2105	0.2386992583
2110	0.2386943908
2115	0.2386888496
2120	0.2386823524
2125	0.2386768981
2130	0.2386706833
2135	0.2386645554
2140	0.2386579278
2145	0.2386519085
2150	0.2386428688
2155	0.2386356762
2160	0.2386276795
2165	0.2386205955
2170	0.238614359
2175	0.238608318
2180	0.2386013427
2185	0.238593585
2190	0.2385867401
2195	0.2385798299
2200	0.2385722027
2205	0.2385656619
2210	0.238560664
2215	0.238556079
2220	0.2385492992
2225	0.2385412373
2230	0.2385350442
2235	0.2385283514
2240	0.238520898
2245	0.2385147701
2250	0.2385086422
2255	0.2385001675
2260	0.2384917362
2265	0.2384846522
2270	0.238478872
2275	0.2384721357
2280	0.238465269
2285	0.2384588152
2290	0.2384523396
2295	0.2384459944
2300	0.238439106
2305	0.2384327174
2310	0.2384257203
2315	0.2384190492
2320	0.2384116392
2325	0.2384038381
2330	0.238398297
2335	0.2383916693
2340	0.2383849982
2345	0.2383799568
2350	0.2383746981
2355	0.238369635
2360	0.2383621164
2365	0.2383549237
2370	0.2383492522
2375	0.2383427549
2380	0.2383370834
2385	0.2383311728
2390	0.2383244799
2395	0.2383190474
2400	0.2383107031
2405	0.2383032931
2410	0.2382965568
2415	0.2382903203
2420	0.2382853875
2425	0.2382796943
2430	0.2382744139
2435	0.238268851
2440	0.2382626796
2445	0.2382566169
2450	0.2382499458
2455	0.2382431226
2460	0.2382374727
2465	0.2382324314
2470	0.2382259993
2475	0.238219741
2480	0.2382141781
2485	0.2382086587
2490	0.238202835
2495	0.2381975546
2500	0.2381907966
2505	0.2381864723
2510	0.2381780845
2515	0.2381729127
2520	0.2381657635
2525	0.2381600703
2530	0.2381539641
2535	0.2381481622
2540	0.2381434902
2545	0.2381371233
2550	0.2381305608
2555	0.2381237376
2560	0.238117349
2565	0.2381112428
2570	0.2381056364
2575	0.2380994868
2580	0.2380936849
2585	0.2380874918
2590	0.2380829068
2595	0.2380768441
2600	0.2380715202
2605	0.2380657401
2610	0.2380591776
2615	0.2380537016
2620	0.2380476824
2625	0.2380428366
2630	0.2380360785
2635	0.2380299941
2640	0.238024127
2645	0.2380189335
2650	0.2380137835
2655	0.2380068081
2660	0.2379996807
2665	0.2379934224
2670	0.2379873814
2675	0.2379815795
2680	0.2379751257
2685	0.2379689326
2690	0.2379629134
2695	0.237956829
2700	0.2379530262
2705	0.2379468331
2710	0.2379392711
2715	0.2379318611
2720	0.2379249944
2725	0.2379200834
2730	0.2379134558
2735	0.23790635
2740	0.2378999397
2745	0.2378945723
2750	0.2378858803
2755	0.2378797524
2760	0.2378726032
2765	0.2378668013
2770	0.2378605213
2775	0.2378557407
2780	0.2378510905
2785	0.2378453755
2790	0.2378391607
2795	0.2378327068
2800	0.2378259271
2805	0.2378196688
2810	0.237814497
2815	0.2378074565
2820	0.2378002856
2825	0.2377946575
2830	0.2377880081
2835	0.237781576
2840	0.2377749918
2845	0.2377688639
2850	0.2377607369
2855	0.2377548915
2860	0.2377504368
2865	0.2377451999
2870	0.2377392458
2875	0.2377340958
2880	0.2377239913
2885	0.2377170377
2890	0.23771041
2895	0.2377043908
2900	0.2376990235
2905	0.2376926783
2910	0.2376864418
2915	0.2376798576
2920	0.2376735776
2925	0.2376669282
2930	0.2376614305
2935	0.2376551288
2940	0.2376489357
2945	0.2376413954
2950	0.237635789
2955	0.2376284877
2960	0.2376201868
2965	0.2376147108
2970	0.2376071488
2975	0.2376016945
2980	0.2375953711
2985	0.2375870702
2990	0.2375816159
2995	0.2375744016
3000	0.2375682302
3005	0.2375625152
3010	0.2375570392
3015	0.2375510852
3020	0.2375452181
3025	0.2375391337
3030	0.237533071
3035	0.2375279644
3040	0.2375228361
3045	0.2375177513
3050	0.2375119494
3055	0.2375071905
3060	0.2375021708
3065	0.2374953911
3070	0.2374886982
3075	0.2374810927
3080	0.2374754646
3085	0.2374704232
3090	0.2374651428
3095	0.237459493
3100	0.2374539301
3105	0.237447259
3110	0.2374421307
3115	0.237435742
3120	0.2374308528
3125	0.2374255941
3130	0.2374209004
3135	0.2374150115
3140	0.2374102961
3145	0.2374044942
3150	0.2374004307
3155	0.2373934119
3160	0.2373871101
3165	0.2373828945
3170	0.2373763755
3175	0.2373704215
3180	0.2373639242
3185	0.2373589045
3190	0.2373509296
3195	0.2373444975
3200	0.2373387825
3205	0.2373320462
3210	0.237325375
3215	0.2373198773
3220	0.2373131193
3225	0.2373081648
3230	0.2373021021
3235	0.2372966913
3240	0.2372914109
3245	0.23728424
3250	0.2372781121
3255	0.2372730925
3260	0.237266856
3265	0.2372604456
3270	0.2372543177
3275	0.2372479508
3280	0.2372411493
3285	0.2372355647
3290	0.2372296976
3295	0.2372244606
3300	0.2372173114
3305	0.2372105968
3310	0.2372060335
3315	0.2371994493
3320	0.2371947773
3325	0.2371884322
3330	0.2371829345
3335	0.2371770022
3340	0.2371711785
3345	0.237167354
3350	0.237162769
3355	0.2371559674
3360	0.2371492963
3365	0.2371435596
3370	0.2371376273
3375	0.2371311517
3380	0.2371251759
3385	0.2371192654
3390	0.2371135286
3395	0.23710714
3400	0.237101425
3405	0.2370942758
3410	0.2370889954
3415	0.237082911
3420	0.2370779782
3425	0.2370724371
3430	0.2370660484
3435	0.2370604204
3440	0.2370550965
3445	0.2370492294
3450	0.2370436665
3455	0.2370378211
3460	0.237031628
3465	0.2370257174
3470	0.2370209151
3475	0.2370151132
3480	0.2370098328
3485	0.2370039439
3490	0.2369982506
3495	0.2369914057
3500	0.2369857124
3505	0.236980432
3510	0.2369757383
3515	0.2369696756
3520	0.2369630045
3525	0.2369557032
3530	0.2369508574
3535	0.2369443601
3540	0.2369380584
3545	0.236933256
3550	0.2369274106
3555	0.2369211306
3560	0.2369169802
3565	0.2369110479
3570	0.2369054415
3575	0.2368992267
3580	0.2368934465
3585	0.2368885138
3590	0.2368823208
3595	0.2368765406
3600	0.2368719555
3605	0.2368662405
3610	0.2368591565
3615	0.2368538978
3620	0.2368485522
3625	0.2368426634
3630	0.2368368397
3635	0.2368320591
3640	0.2368262137
3645	0.236820151
3650	0.2368135016
3655	0.2368083299
3660	0.2368031364
3665	0.236795357
3670	0.2367897507
3675	0.236784253
3680	0.2367791899
3685	0.2367727578
3690	0.236765978
3695	0.2367589809
3700	0.2367511146
3705	0.2367454648
3710	0.2367390327
3715	0.2367325789
3720	0.2367268856
3725	0.2367212575
3730	0.2367153469
3735	0.2367103273
3740	0.2367042429
3745	0.2366979194
3750	0.2366922261
3755	0.2366867067
3760	0.2366799487
3765	0.2366734514
3770	0.2366668454
3775	0.2366611956
3780	0.2366558066
3785	0.2366499394
3790	0.2366435073
3795	0.2366395525
3800	0.2366336202
3805	0.2366282094
3810	0.2366219511
3815	0.2366152583
3820	0.2366091738
3825	0.2366043498
3830	0.2365981132
3835	0.2365926807
3840	0.2365862486
3845	0.2365802511
3850	0.2365740581
3855	0.2365682779
3860	0.2365625411
3865	0.2365577822
3870	0.2365526539
3875	0.2365468955
3880	0.2365417672
3885	0.2365357045
3890	0.236530837
3895	0.2365256217
3900	0.2365199285
3905	0.2365146698
3910	0.2365081508
3915	0.2365025227
3920	0.2364980246
3925	0.2364928311
3930	0.2364870292
3935	0.2364799669
3940	0.2364756426
3945	0.2364701449
3950	0.2364647124
3955	0.2364599318
3960	0.2364546948
3965	0.2364502402
3970	0.236444938
3975	0.236439549
3980	0.2364347466
3985	0.2364285101
3990	0.236422078
3995	0.2364145159
4000	0.2364094094
4005	0.2364031076
4010	0.2363970015
4015	0.2363916994
4020	0.2363860061
4025	0.2363804432
4030	0.2363750759
4035	0.2363691001
4040	0.2363635155
4045	0.2363583654
4050	0.2363521941
4055	0.2363456968
4060	0.2363378957
4065	0.2363329847
4070	0.236327813
4075	0.2363217503
4080	0.2363169697
4085	0.236311711
4090	0.2363056048
4095	0.2363015631
4100	0.2362966086
4105	0.2362920887
4110	0.2362860261
4115	0.2362808543
4120	0.2362742049
4125	0.2362676424
4130	0.2362624924
4135	0.2362572772
4140	0.2362513449
4145	0.2362441088
4150	0.2362389805
4155	0.2362348518
4160	0.2362285283
4165	0.236223965
4170	0.2362168375
4175	0.2362118396
4180	0.2362062115
4185	0.2362009963
4190	0.2361957594
4195	0.2361903051
4200	0.2361842424
4205	0.2361795705
4210	0.236175181
4215	0.2361698571
4220	0.2361632512
4225	0.2361584488
4230	0.2361523644
4235	0.236145715
4240	0.236139761
4245	0.2361347413
4250	0.236129374
4255	0.2361229854
4260	0.236118509
4265	0.2361126201
4270	0.2361067313
4275	0.2361000819
4280	0.2360955838
4285	0.236089608
4290	0.2360834149
4295	0.2360783736
4300	0.2360717242
4305	0.2360655746
4310	0.2360597509
4315	0.2360546443
4320	0.2360485816
4325	0.2360439097
4330	0.2360374993
4335	0.2360323927
4340	0.2360269168
4345	0.2360211583
4350	0.2360158344
4355	0.2360102715
4360	0.2360046869
4365	0.2359990154
4370	0.2359929527
4375	0.2359864989
4380	0.2359809794
4385	0.235973526
4390	0.2359679848
4395	0.2359619004
4400	0.2359582715
4405	0.2359524478
4410	0.2359453204
4415	0.2359397575
4420	0.2359343902
4425	0.235929892
4430	0.2359247855
4435	0.2359194399
4440	0.2359145723
4445	0.2359099004
4450	0.2359049894
4455	0.2359004478
4460	0.235894472
4465	0.2358887788
4470	0.2358820424
4475	0.2358774139
4480	0.2358728941
4485	0.2358676789
4490	0.2358610512
4495	0.2358551406
4500	0.2358508598
4505	0.2358463834
4510	0.2358402338
4515	0.2358340407
4520	0.2358290211
4525	0.2358227411
4530	0.2358171782
4535	0.2358124845
4540	0.2358083558
4545	0.2358038794
4550	0.2357993378
4555	0.235794492
4560	0.2357884945
4565	0.2357834966
4570	0.2357773687
4575	0.2357712191
4580	0.2357665254
4585	0.2357599412
4590	0.2357555952
4595	0.2357493152
4599	0.2357442521
