iter	Passed	Remaining
117	75433	2865201
118	76036	2863188
119	76752	2865408
120	77416	2865704
121	78021	2863778
122	78704	2864707
123	79336	2863809
124	79932	2861569
125	80570	2860898
126	81161	2858531
127	81756	2856374
128	82517	2859973
129	83092	2857113
130	83672	2854453
131	84244	2851549
132	84835	2849336
133	85414	2846728
134	86041	2845749
135	86694	2845621
136	87335	2845111
137	87987	2844943
138	88575	2842707
139	89168	2840651
140	89784	2839340
141	90394	2837873
142	91019	2836865
143	91683	2837084
144	92326	2836655
145	92928	2834947
146	93499	2832327
147	94284	2836173
148	95069	2839961
149	95694	2838928
150	96276	2836651
151	96858	2834378
152	97507	2834099
153	98274	2837202
154	98849	2834762
155	99409	2831903
156	100018	2830448
157	100618	2828783
158	101204	2826735
159	101859	2826598
160	102407	2823512
161	103063	2823440
162	103594	2819938
163	104305	2821334
164	104929	2820364
165	105620	2821224
166	106311	2822028
167	106965	2821856
168	107586	2820796
169	108180	2819067
170	108840	2819022
171	109486	2818629
172	110127	2818113
173	110781	2817934
174	111446	2818008
175	112041	2816326
176	112679	2815712
177	113258	2813652
178	113833	2811488
179	114439	2810126
180	115057	2809067
181	115672	2807912
182	116358	2808488
183	116900	2805614
184	117488	2803835
185	118097	2802581
186	118692	2801006
187	119318	2800176
188	119869	2797586
189	120536	2797719
190	121149	2796596
191	121762	2795463
192	122331	2793347
193	122852	2790141
194	123537	2790691
195	124141	2789378
196	124920	2791994
197	125509	2790357
198	126089	2788537
199	126687	2787127
200	127312	2786311
201	127929	2785315
202	128541	2784220
203	129192	2783975
204	129775	2782261
205	130358	2780556
206	130994	2779991
207	131651	2779876
208	132292	2779415
209	132887	2777978
210	133456	2776020
211	134105	2775724
212	134683	2773964
213	135203	2771035
214	135776	2769218
215	136410	2768619
216	136977	2766688
217	137574	2765374
218	138202	2764683
219	138855	2764496
220	139503	2764186
221	140103	2762942
222	140723	2762097
223	141314	2760673
224	141962	2760381
225	142533	2758599
226	143102	2756776
227	143714	2755792
228	144398	2756187
229	144993	2754876
230	145594	2753692
231	146173	2752101
232	146764	2750738
233	147344	2749165
234	147905	2747267
235	148533	2746610
236	149302	2748549
237	149906	2747443
238	150454	2745327
239	151197	2746760
240	151730	2744364
241	152229	2741383
242	152917	2741815
243	153545	2741164
244	154119	2739552
245	154739	2738755
246	155365	2738073
247	155896	2735728
248	156543	2735432
249	157151	2734430
250	157869	2735355
251	158557	2735743
252	159044	2732673
253	159630	2731313
254	160402	2733128
255	160972	2731499
256	161566	2730280
257	162146	2728834
258	162785	2728384
259	163449	2728350
260	164123	2728475
261	164684	2726716
262	165389	2727362
263	165980	2726111
264	166716	2727234
265	167355	2726756
266	167921	2725111
267	168506	2723769
268	169213	2724404
269	169798	2723062
270	170421	2722349
271	171040	2721550
272	171757	2722330
273	172342	2721006
274	172876	2718868
275	173505	2718255
276	174195	2718583
277	174835	2718123
278	175428	2716947
279	176001	2715458
280	176643	2715028
281	177221	2713631
282	177749	2711471
283	178318	2709940
284	178903	2708664
285	179537	2708133
286	180161	2707450
287	180757	2706338
288	181291	2704311
289	181935	2703933
290	182532	2702860
291	183146	2702039
292	183820	2702098
293	184405	2700847
294	184925	2698661
295	185566	2698243
296	186275	2698804
297	186971	2699158
298	187532	2697587
299	188105	2696184
300	188742	2695695
301	189404	2695561
302	190084	2695681
303	190653	2694240
304	191326	2694255
305	191992	2694164
306	192541	2692446
307	193298	2693628
308	193972	2693648
309	194601	2693037
310	195139	2691165
311	195749	2690300
312	196339	2689156
313	196962	2688470
314	197569	2687569
315	198192	2686883
316	198832	2686431
317	199430	2685408
318	200102	2685394
319	200763	2685206
320	201385	2684507
321	202043	2684288
322	202671	2683674
323	203264	2682589
324	203877	2681767
325	204409	2679891
326	205018	2679036
327	205612	2677979
328	206193	2676755
329	206798	2675841
330	207384	2674701
331	207967	2673509
332	208549	2672310
333	209147	2671324
334	209820	2671293
335	210436	2670535
336	211058	2669863
337	211759	2670176
338	212277	2668186
339	212882	2667295
340	213463	2666102
341	214115	2665804
342	214690	2664542
343	215267	2663306
344	215822	2661810
345	216567	2662651
346	217173	2661788
347	217860	2661910
348	218600	2662666
349	219137	2660958
350	219751	2660186
351	220303	2658658
352	220964	2658463
353	221510	2656879
354	222152	2656444
355	222754	2655539
356	223489	2656210
357	224085	2655227
358	224756	2655134
359	225383	2654514
360	225956	2653262
361	226558	2652364
362	227212	2652068
363	227828	2651322
364	228402	2650092
365	229011	2649269
366	229718	2649590
367	230316	2648644
368	230964	2648271
369	231615	2647927
370	232241	2647305
371	232953	2647654
372	233656	2647900
373	234306	2647538
374	234913	2646686
375	235559	2646288
376	236158	2645347
377	236810	2645006
378	237408	2644061
379	238086	2644010
380	238628	2642446
381	239312	2642457
382	239836	2640706
383	240448	2639921
384	241050	2639029
385	241646	2638081
386	242193	2636589
387	242707	2634752
388	243349	2634305
389	243903	2632911
390	244492	2631885
391	245199	2632139
392	245808	2631342
393	246420	2630570
394	247124	2630778
395	247786	2630538
396	248424	2630042
397	249037	2629286
398	249740	2629470
399	250271	2627854
400	250900	2627255
401	251542	2626807
402	252233	2626854
403	252811	2625734
404	253473	2625481
405	254098	2624846
406	254681	2623785
407	255319	2623283
408	255918	2622378
409	256531	2621627
410	257198	2621423
411	257772	2620274
412	258390	2619565
413	258956	2618340
414	259558	2617470
415	260194	2616951
416	260771	2615844
417	261391	2615161
418	262103	2615401
419	262708	2614577
420	263284	2613457
421	263883	2612570
422	264530	2612164
423	265208	2612051
424	265908	2612160
425	266549	2611686
426	267145	2610772
427	267785	2610280
428	268316	2608735
429	268987	2608555
430	269643	2608225
431	270198	2606914
432	270891	2606938
433	271628	2607379
434	272320	2607394
435	272950	2606806
436	273530	2605734
437	274244	2605952
438	274882	2605438
439	275530	2605018
440	276153	2604357
441	276770	2603649
442	277380	2602868
443	278010	2602275
444	278584	2601165
445	279169	2600158
446	279875	2600270
447	280416	2598862
448	281107	2598838
449	281683	2597751
450	282267	2596738
451	282829	2595528
452	283441	2594772
453	284059	2594076
454	284728	2593844
455	285361	2593284
456	285954	2592359
457	286533	2591310
458	287144	2590558
459	287679	2589119
460	288299	2588437
461	288830	2586968
462	289523	2586951
463	290158	2586409
464	290786	2585812
465	291425	2585305
466	291972	2583987
467	292659	2583907
468	293244	2582926
469	293884	2582435
470	294412	2580954
471	294975	2579784
472	295549	2578719
473	296192	2578248
474	296843	2577848
475	297524	2577713
476	298100	2576660
477	298685	2575697
478	299339	2575320
479	299880	2573971
480	300456	2572932
481	301122	2572663
482	301716	2571775
483	302359	2571305
484	302976	2570615
485	303748	2571237
486	304342	2570353
487	304991	2569929
488	305672	2569770
489	306240	2568668
490	306847	2567895
491	307434	2566952
492	308021	2566009
493	308589	2564911
494	309158	2563827
495	309740	2562850
496	310480	2563181
497	311014	2561808
498	311755	2562143
499	312448	2562079
500	313058	2561333
501	313754	2561289
502	314295	2559980
503	314883	2559056
504	315581	2559025
505	316147	2557920
506	316779	2557352
507	317320	2556050
508	317989	2555782
509	318593	2554994
510	319230	2554469
511	319985	2554887
512	320567	2553915
513	321161	2553046
514	321741	2552067
515	322249	2550518
516	322838	2549615
517	323438	2548796
518	324032	2547931
519	324696	2547621
520	325232	2546302
521	325798	2545224
522	326355	2544075
523	326926	2543042
524	327457	2541697
525	328074	2541021
526	328729	2540637
527	329299	2539594
528	329870	2538570
529	330404	2537253
530	330973	2536216
531	331592	2535557
532	332161	2534523
533	332798	2534005
534	333295	2532422
535	333909	2531728
536	334546	2531213
537	335153	2530470
538	335695	2529237
539	336291	2528412
540	336922	2527853
541	337519	2527038
542	338210	2526927
543	338988	2527455
544	339588	2526661
545	340238	2526239
546	340845	2525500
547	341384	2524255
548	342013	2523674
549	342637	2523058
550	343339	2523012
551	343871	2521724
552	344481	2521003
553	345212	2521174
554	345956	2521429
555	346537	2520499
556	347119	2519576
557	347686	2518549
558	348336	2518120
559	349023	2517958
560	349632	2517227
561	350210	2516279
562	350830	2515632
563	351508	2515404
564	352196	2515242
565	352814	2514582
566	353384	2513579
567	353890	2512123
568	354454	2511082
569	355013	2510008
570	355803	2510564
571	356497	2510438
572	357145	2509991
573	357812	2509674
574	358387	2508711
575	358997	2507997
576	359728	2508121
577	360358	2507549
578	361043	2507349
579	361736	2507209
580	362289	2506097
581	362825	2504864
582	363507	2504650
583	364160	2504227
584	364860	2504128
585	365407	2502978
586	366024	2502312
587	366664	2501797
588	367248	2500906
589	367809	2499858
590	368447	2499334
591	369063	2498659
592	369666	2497895
593	370218	2496795
594	370681	2495094
595	371242	2494051
596	371896	2493635
597	372506	2492927
598	373118	2492230
599	373747	2491650
600	374440	2491490
601	375085	2491017
602	375751	2490676
603	376488	2490804
604	377193	2490721
605	377786	2489897
606	378517	2489981
607	379155	2489454
608	379798	2488958
609	380342	2487813
610	380927	2486940
611	381501	2485995
612	382172	2485682
613	382856	2485450
614	383470	2484763
615	384110	2484245
616	384683	2483298
617	385350	2482956
618	385979	2482365
619	386704	2482394
620	387329	2481779
621	387968	2481252
622	388574	2480516
623	389164	2479674
624	389743	2478768
625	390454	2478697
626	391114	2478307
627	391719	2477560
628	392392	2477250
629	392971	2476342
630	393553	2475454
631	394113	2474431
632	394759	2473948
633	395365	2473219
634	396014	2472752
635	396655	2472234
636	397325	2471900
637	397954	2471309
638	398673	2471278
639	399257	2470403
640	399808	2469332
641	400417	2468616
642	400994	2467705
643	401673	2467424
644	402250	2466512
645	402876	2465905
646	403460	2465039
647	404053	2464226
648	404596	2463113
649	405171	2462198
650	405816	2461706
651	406392	2460796
652	407126	2460842
653	407752	2460230
654	408259	2458909
655	408889	2458321
656	409433	2457225
657	410007	2456303
658	410690	2456043
659	411274	2455186
660	411983	2455074
661	412598	2454401
662	413413	2454917
663	414065	2454462
664	414687	2453825
665	415306	2453173
666	415939	2452609
667	416530	2451795
668	417092	2450807
669	417700	2450092
670	418288	2449265
671	418878	2448442
672	419546	2448079
673	420084	2446962
674	420646	2445981
675	421205	2444987
676	421778	2444074
677	422447	2443715
678	423152	2443566
679	423768	2442900
680	424306	2441789
681	424988	2441502
682	425531	2440422
683	426156	2439808
684	426864	2439670
685	427477	2438989
686	428142	2438605
687	428780	2438066
688	429282	2436755
689	429894	2436069
690	430527	2435503
691	431160	2434936
692	431743	2434088
693	432417	2433747
694	432987	2432827
695	433624	2432281
696	434249	2431670
697	434870	2431037
698	435426	2430039
699	436117	2429794
700	436649	2428667
701	437244	2427889
702	437864	2427249
703	438489	2426638
704	439116	2426040
705	439693	2425162
706	440326	2424597
707	441021	2424370
708	441633	2423691
709	442214	2422838
710	442737	2421668
711	443298	2420709
712	443907	2420013
713	444475	2419093
714	445068	2418308
715	445698	2417725
716	446227	2416599
717	446748	2415426
718	447367	2414786
719	447874	2413547
720	448588	2413418
721	449318	2413375
722	450008	2413113
723	450589	2412272
724	451247	2411838
725	451940	2411594
726	452609	2411218
727	453202	2410437
728	453779	2409575
729	454465	2409288
730	455129	2408885
731	455702	2408000
732	456335	2407433
733	456927	2406651
734	457492	2405726
735	458078	2404911
736	458728	2404435
737	459293	2403510
738	459826	2402420
739	460399	2401541
740	460930	2400448
741	461448	2399282
742	462005	2398323
743	462589	2397505
744	463194	2396800
745	463951	2396877
746	464567	2396220
747	465158	2395439
748	465747	2394649
749	466377	2394073
750	467026	2393591
751	467628	2392862
752	468182	2391895
753	468764	2391072
754	469471	2390882
755	470155	2390579
756	470770	2389920
757	471366	2389169
758	472021	2388715
759	472662	2388190
760	473339	2387844
761	473959	2387213
762	474710	2387240
763	475260	2386255
764	475930	2385874
765	476714	2386063
766	477323	2385372
767	477918	2384613
768	478468	2383632
769	479183	2383472
770	479741	2382530
771	480340	2381791
772	481025	2381478
773	481747	2381353
774	482349	2380625
775	482978	2380036
776	483562	2379227
777	484252	2378936
778	484857	2378227
779	485446	2377441
780	486141	2377178
781	486730	2376392
782	487252	2375276
783	488030	2375412
784	488721	2375124
785	489256	2374074
786	489864	2373386
787	490472	2372693
788	491020	2371709
789	491607	2370917
790	492239	2370343
791	492848	2369655
792	493438	2368879
793	494058	2368243
794	494649	2367472
795	495343	2367196
796	496115	2367285
797	496690	2366436
798	497265	2365590
799	497884	2364950
800	498501	2364303
801	499050	2363334
802	499595	2362344
803	500243	2361845
804	500808	2360955
805	501385	2360118
806	502100	2359936
807	502668	2359057
808	503248	2358237
809	503893	2357723
810	504463	2356858
811	505117	2356383
812	505711	2355633
813	506239	2354573
814	506860	2353948
815	507382	2352861
816	507924	2351871
817	508502	2351049
818	509125	2350432
819	509755	2349847
820	510289	2348822
821	510876	2348044
822	511493	2347399
823	512043	2346451
824	512573	2345414
825	513162	2344644
826	513830	2344234
827	514427	2343501
828	515059	2342930
829	515705	2342422
830	516375	2342018
831	517107	2341899
832	517702	2341158
833	518418	2340964
834	518950	2339938
835	519588	2339389
836	520239	2338900
837	520863	2338291
838	521426	2337407
839	522152	2337254
840	522787	2336690
841	523311	2335632
842	523991	2335274
843	524598	2334586
844	525138	2333605
845	525805	2333183
846	526485	2332822
847	527093	2332139
848	527711	2331502
849	528316	2330806
850	528868	2329879
851	529357	2328677
852	530035	2328301
853	530597	2327420
854	531321	2327250
855	532038	2327048
856	532579	2326074
857	533198	2325442
858	533855	2324976
859	534414	2324081
860	534988	2323255
861	535647	2322795
862	536265	2322159
863	536855	2321402
864	537399	2320445
865	537987	2319684
866	538692	2319423
867	539367	2319031
868	539993	2318429
869	540556	2317559
870	541269	2317327
871	541877	2316651
872	542442	2315787
873	543106	2315349
874	543827	2315149
875	544411	2314370
876	545002	2313619
877	545591	2312861
878	546305	2312631
879	546867	2311758
880	547423	2310859
881	547997	2310037
882	548554	2309147
883	549085	2308144
884	549625	2307183
885	550149	2306155
886	550814	2305722
887	551388	2304903
888	551931	2303958
889	552531	2303249
890	553141	2302582
891	553784	2302056
892	554467	2301690
893	555028	2300822
894	555760	2300662
895	556363	2299966
896	556889	2298955
897	557441	2298049
898	557947	2296956
899	558579	2296381
900	559158	2295589
901	559811	2295101
902	560561	2295013
903	561180	2294385
904	561801	2293766
905	562363	2292904
906	563034	2292489
907	563666	2291914
908	564250	2291144
909	564829	2290351
910	565310	2289164
911	566043	2289000
912	566679	2288440
913	567299	2287819
914	567937	2287265
915	568574	2286712
916	569123	2285804
917	569964	2286068
918	570579	2285421
919	571218	2284873
920	571889	2284453
921	572525	2283890
922	573204	2283504
923	573753	2282596
924	574368	2281949
925	574908	2281006
926	575480	2280194
927	576098	2279562
928	576729	2278982
929	577427	2278664
930	577981	2277780
931	578823	2278032
932	579369	2277114
933	580012	2276578
934	580623	2275919
935	581207	2275152
936	581801	2274429
937	582398	2273712
938	582944	2272798
939	583600	2272315
940	584308	2272033
941	584887	2271250
942	585504	2270613
943	586145	2270070
944	586791	2269547
945	587347	2268675
946	587948	2267979
947	588563	2267333
948	589179	2266696
949	589809	2266108
950	590438	2265521
951	590965	2264540
952	591605	2263994
953	592147	2263071
954	592741	2262349
955	593310	2261531
956	594079	2261473
957	594703	2260866
958	595302	2260162
959	595870	2259341
960	596520	2258831
961	597095	2258039
962	597745	2257529
963	598373	2256934
964	598975	2256245
965	599582	2255571
966	600209	2254976
967	600777	2254156
968	601439	2253691
969	602072	2253117
970	602712	2252567
971	603223	2251537
972	603900	2251128
973	604465	2250298
974	605125	2249824
975	605774	2249308
976	606440	2248857
977	607088	2248338
978	607630	2247427
979	608181	2246546
980	608802	2245927
981	609623	2246044
982	610140	2245043
983	610718	2244267
984	611278	2243424
985	611904	2242821
986	612563	2242342
987	613290	2242110
988	613825	2241177
989	614557	2240960
990	615111	2240098
991	615783	2239663
992	616315	2238722
993	616973	2238237
994	617589	2237599
995	618303	2237313
996	618847	2236416
997	619381	2235482
998	620009	2234889
999	620585	2234108
1000	621256	2233666
1001	621776	2232685
1002	622436	2232208
1003	623204	2232114
1004	623824	2231491
1005	624379	2230635
1006	625028	2230118
1007	625612	2229364
1008	626122	2228352
1009	626702	2227586
1010	627323	2226965
1011	627889	2226155
1012	628621	2225926
1013	629245	2225320
1014	629853	2224653
1015	630383	2223713
1016	630991	2223052
1017	631604	2222403
1018	632217	2221758
1019	632834	2221123
1020	633535	2220785
1021	634169	2220212
1022	634744	2219433
1023	635279	2218516
1024	635854	2217737
1025	636464	2217080
1026	637089	2216476
1027	637748	2215990
1028	638339	2215266
1029	638977	2214708
1030	639660	2214305
1031	640312	2213792
1032	640892	2213032
1033	641523	2212447
1034	642208	2212052
1035	642947	2211840
1036	643511	2211024
1037	644106	2210316
1038	644732	2209713
1039	645234	2208688
1040	645812	2207920
1041	646397	2207180
1042	647070	2206740
1043	647681	2206086
1044	648296	2205447
1045	648883	2204713
1046	649466	2203966
1047	650182	2203670
1048	650729	2202803
1049	651411	2202392
1050	652193	2202316
1051	652890	2201954
1052	653471	2201199
1053	654104	2200620
1054	654647	2199741
1055	655178	2198818
1056	655764	2198081
1057	656369	2197409
1058	656979	2196754
1059	657609	2196168
1060	658235	2195565
1061	658747	2194585
1062	659318	2193799
1063	659873	2192964
1064	660496	2192350
1065	661159	2191875
1066	661728	2191084
1067	662381	2190573
1068	663093	2190254
1069	663734	2189704
1070	664343	2189045
1071	665059	2188740
1072	665667	2188080
1073	666252	2187342
1074	666846	2186635
1075	667481	2186062
1076	668055	2185293
1077	668602	2184433
1078	669139	2183539
1079	669718	2182786
1080	670270	2181943
1081	671000	2181683
1082	671531	2180772
1083	672130	2180082
1084	672784	2179573
1085	673344	2178759
1086	674065	2178464
1087	674647	2177723
1088	675292	2177183
1089	675918	2176582
1090	676480	2175776
1091	677136	2175269
1092	677793	2174766
1093	678349	2173941
1094	678870	2173004
1095	679454	2172272
1096	680063	2171616
1097	680702	2171056
1098	681232	2170148
1099	681861	2169557
1100	682525	2169080
1101	683043	2168136
1102	683700	2167634
1103	684357	2167131
1104	685061	2166779
1105	685637	2166020
1106	686326	2165616
1107	686810	2164568
1108	687391	2163825
1109	687954	2163028
1110	688601	2162493
1111	689232	2161908
1112	689828	2161215
1113	690507	2160781
1114	691149	2160229
1115	691737	2159509
1116	692421	2159089
1117	693018	2158398
1118	693631	2157759
1119	694297	2157281
1120	694857	2156476
1121	695416	2155668
1122	695959	2154811
1123	696620	2154318
1124	697214	2153618
1125	697882	2153145
1126	698507	2152543
1127	699094	2151824
1128	699676	2151085
1129	700345	2150619
1130	700997	2150097
1131	701576	2149352
1132	702091	2148411
1133	702772	2147980
1134	703295	2147065
1135	703890	2146370
1136	704557	2145893
1137	705179	2145281
1138	705854	2144830
1139	706580	2144533
1140	707204	2143926
1141	707921	2143600
1142	708560	2143037
1143	709103	2142186
1144	709747	2141639
1145	710396	2141107
1146	711117	2140791
1147	711686	2140018
1148	712349	2139527
1149	712928	2138784
1150	713549	2138168
1151	714206	2137660
1152	714851	2137114
1153	715535	2136684
1154	716161	2136082
1155	716823	2135588
1156	717501	2135140
1157	718055	2134322
1158	718674	2133700
1159	719241	2132923
1160	719769	2132030
1161	720397	2131434
1162	721056	2130928
1163	721622	2130151
1164	722280	2129643
1165	722941	2129143
1166	723435	2128152
1167	724054	2127531
1168	724659	2126866
1169	725279	2126245
1170	725925	2125704
1171	726520	2125010
1172	727127	2124353
1173	727694	2123579
1174	728336	2123022
1175	728934	2122339
1176	729499	2121559
1177	730253	2121331
1178	730849	2120640
1179	731462	2120001
1180	732044	2119273
1181	732797	2119038
1182	733401	2118370
1183	734029	2117774
1184	734651	2117159
1185	735284	2116577
1186	736050	2116376
1187	736671	2115761
1188	737253	2115031
1189	738004	2114784
1190	738500	2113808
1191	739070	2113046
1192	739692	2112433
1193	740235	2111591
1194	740793	2110797
1195	741387	2110103
1196	741961	2109351
1197	742555	2108659
1198	743180	2108053
1199	743929	2107800
1200	744679	2107548
1201	745296	2106918
1202	745879	2106195
1203	746525	2105647
1204	747279	2105406
1205	747889	2104756
1206	748493	2104090
1207	749079	2103376
1208	749713	2102794
1209	750330	2102165
1210	750994	2101667
1211	751610	2101037
1212	752165	2100234
1213	752813	2099693
1214	753333	2098793
1215	753964	2098203
1216	754505	2097364
1217	755069	2096589
1218	755686	2095961
1219	756334	2095417
1220	756957	2094806
1221	757587	2094214
1222	758123	2093363
1223	758753	2092769
1224	759394	2092208
1225	760055	2091702
1226	760656	2091029
1227	761199	2090198
1228	761883	2089754
1229	762553	2089272
1230	763186	2088689
1231	764006	2088614
1232	764570	2087841
1233	765297	2087514
1234	765930	2086928
1235	766531	2086256
1236	767144	2085615
1237	767797	2085085
1238	768430	2084498
1239	769017	2083789
1240	769647	2083195
1241	770246	2082518
1242	770886	2081950
1243	771569	2081502
1244	772267	2081090
1245	772861	2080400
1246	773485	2079788
1247	774080	2079100
1248	774701	2078481
1249	775344	2077923
1250	775990	2077370
1251	776659	2076881
1252	777351	2076454
1253	777957	2075794
1254	778495	2074955
1255	779015	2074067
1256	779660	2073511
1257	780230	2072758
1258	780821	2072062
1259	781356	2071214
1260	781945	2070512
1261	782655	2070129
1262	783274	2069506
1263	783899	2068900
1264	784521	2068282
1265	785163	2067722
1266	785815	2067185
1267	786387	2066436
1268	786959	2065692
1269	787629	2065201
1270	788332	2064798
1271	789039	2064406
1272	789596	2063618
1273	790385	2063438
1274	791005	2062817
1275	791703	2062401
1276	792315	2061758
1277	792995	2061291
1278	793667	2060805
1279	794325	2060281
1280	794931	2059622
1281	795630	2059206
1282	796199	2058450
1283	796790	2057756
1284	797420	2057159
1285	798032	2056517
1286	798710	2056042
1287	799243	2055197
1288	799902	2054675
1289	800513	2054030
1290	801095	2053312
1291	801760	2052803
1292	802402	2052238
1293	803048	2051682
1294	803583	2050845
1295	804216	2050256
1296	804764	2049451
1297	805438	2048965
1298	806093	2048434
1299	806710	2047803
1300	807329	2047179
1301	808081	2046890
1302	808728	2046336
1303	809272	2045523
1304	809898	2044915
1305	810512	2044277
1306	811137	2043669
1307	811758	2043050
1308	812395	2042469
1309	812892	2041538
1310	813540	2040986
1311	814151	2040343
1312	814726	2039609
1313	815304	2038881
1314	815894	2038184
1315	816504	2037538
1316	817076	2036796
1317	817649	2036059
1318	818261	2035418
1319	819059	2035237
1320	819590	2034395
1321	820190	2033723
1322	820905	2033338
1323	821616	2032941
1324	822154	2032116
1325	822730	2031387
1326	823252	2030524
1327	823792	2029705
1328	824321	2028859
1329	824888	2028110
1330	825561	2027618
1331	826192	2027023
1332	827040	2026961
1333	827718	2026484
1334	828336	2025856
1335	828883	2025055
1336	829490	2024404
1337	830084	2023718
1338	830804	2023340
1339	831434	2022742
1340	832003	2021998
1341	832748	2021680
1342	833438	2021227
1343	834091	2020685
1344	834872	2020454
1345	835472	2019783
1346	836235	2019504
1347	836893	2018974
1348	837632	2018638
1349	838323	2018186
1350	838900	2017460
1351	839500	2016788
1352	840066	2016034
1353	840683	2015404
1354	841265	2014690
1355	841996	2014333
1356	842594	2013659
1357	843087	2012732
1358	843688	2012063
1359	844258	2011320
1360	844944	2010857
1361	845550	2010199
1362	846143	2009513
1363	846725	2008801
1364	847265	2007987
1365	847910	2007424
1366	848477	2006677
1367	849132	2006136
1368	849753	2005517
1369	850457	2005093
1370	851133	2004602
1371	851774	2004028
1372	852458	2003556
1373	853101	2002988
1374	853726	2002375
1375	854294	2001631
1376	854932	2001050
1377	855545	2000411
1378	856132	1999711
1379	856847	1999310
1380	857401	1998534
1381	857971	1997793
1382	858499	1996958
1383	859114	1996323
1384	859713	1995652
1385	860283	1994913
1386	860930	1994355
1387	861497	1993609
1388	862145	1993052
1389	862978	1992922
1390	863744	1992635
1391	864511	1992351
1392	865088	1991627
1393	865655	1990884
1394	866322	1990368
1395	866912	1989675
1396	867502	1988983
1397	868030	1988150
1398	868660	1987550
1399	869268	1986900
1400	869865	1986222
1401	870471	1985570
1402	871045	1984840
1403	871697	1984291
1404	872280	1983583
1405	872962	1983102
1406	873554	1982415
1407	874304	1982087
1408	874997	1981629
1409	875595	1980958
1410	876159	1980207
1411	876728	1979468
1412	877520	1979233
1413	878126	1978579
1414	878835	1978156
1415	879412	1977436
1416	880001	1976743
1417	880607	1976087
1418	881212	1975430
1419	881782	1974695
1420	882362	1973983
1421	883010	1973423
1422	883615	1972767
1423	884231	1972135
1424	884866	1971544
1425	885475	1970896
1426	886107	1970300
1427	886657	1969522
1428	887335	1969026
1429	887928	1968345
1430	888473	1967556
1431	889156	1967071
1432	889771	1966439
1433	890404	1965844
1434	890962	1965083
1435	891536	1964360
1436	892065	1963537
1437	892705	1962958
1438	893296	1962272
1439	893815	1961427
1440	894344	1960606
1441	894966	1959989
1442	895632	1959467
1443	896279	1958904
1444	896873	1958224
1445	897519	1957660
1446	898079	1956908
1447	898772	1956443
1448	899340	1955708
1449	899964	1955095
1450	900524	1954343
1451	901112	1953652
1452	901742	1953051
1453	902322	1952342
1454	902915	1951663
1455	903532	1951034
1456	904148	1950403
1457	904767	1949780
1458	905326	1949027
1459	905908	1948323
1460	906511	1947666
1461	907171	1947129
1462	907803	1946534
1463	908383	1945826
1464	909112	1945438
1465	909702	1944751
1466	910304	1944092
1467	910913	1943447
1468	911531	1942821
1469	912153	1942203
1470	912811	1941664
1471	913371	1940913
1472	914078	1940476
1473	914635	1939723
1474	915262	1939116
1475	915934	1938604
1476	916690	1938268
1477	917335	1937701
1478	918086	1937355
1479	918675	1936667
1480	919218	1935882
1481	919742	1935057
1482	920433	1934586
1483	921046	1933948
1484	921560	1933104
1485	922249	1932627
1486	922870	1932007
1487	923468	1931339
1488	924017	1930570
1489	924636	1929946
1490	925219	1929247
1491	925980	1928918
1492	926605	1928307
1493	927206	1927646
1494	927879	1927135
1495	928490	1926493
1496	929187	1926031
