iter	Logloss
419	0.242283546
420	0.2422796075
421	0.2422772986
422	0.2422747454
423	0.2422717303
424	0.2422684436
425	0.2422667867
426	0.2422624135
427	0.2422554328
428	0.2422523091
429	0.2422510867
430	0.2422501904
431	0.2422473655
432	0.2422426935
433	0.2422396785
434	0.2422381302
435	0.2422356584
436	0.2422330236
437	0.2422258527
438	0.242221398
439	0.2422178126
440	0.2422134394
441	0.2422068661
442	0.2422039053
443	0.242200836
444	0.2421970332
445	0.2421923884
446	0.2421829902
447	0.2421738907
448	0.2421695175
449	0.2421667198
450	0.2421618305
451	0.2421606082
452	0.2421589513
453	0.2421562622
454	0.2421513458
455	0.242147706
456	0.2421439575
457	0.2421415401
458	0.242138525
459	0.2421362977
460	0.2421352112
461	0.242132006
462	0.2421301861
463	0.2421257586
464	0.2421232325
465	0.2421205434
466	0.2421170937
467	0.2421147849
468	0.242111797
469	0.2421111451
470	0.2421043273
471	0.2421015839
472	0.2420992479
473	0.2420953365
474	0.2420929462
475	0.2420913436
476	0.2420884644
477	0.2420851234
478	0.2420830862
479	0.2420803428
480	0.242076866
481	0.242075372
482	0.2420726014
483	0.2420677393
484	0.242064507
485	0.2420597807
486	0.2420586399
487	0.2420539951
488	0.2420532345
489	0.2420496219
490	0.2420474761
491	0.2420455204
492	0.2420409842
493	0.2420381321
494	0.2420353887
495	0.2420328083
496	0.2420281091
497	0.2420255015
498	0.2420234915
499	0.2420206938
500	0.2420187381
501	0.242016728
502	0.2420123005
503	0.242010535
504	0.2420083891
505	0.2420062976
506	0.2420045592
507	0.2420026578
508	0.2419996156
509	0.241998176
510	0.2419944275
511	0.2419902173
512	0.2419858713
513	0.2419839971
514	0.2419803845
515	0.2419790264
516	0.2419772608
517	0.2419757125
518	0.2419739741
519	0.2419723444
520	0.2419700899
521	0.2419644944
522	0.241962267
523	0.2419578939
524	0.2419561011
525	0.241954743
526	0.2419521082
527	0.241949392
528	0.2419465399
529	0.2419379294
530	0.2419357835
531	0.2419324154
532	0.241929509
533	0.2419242123
534	0.241921822
535	0.2419196218
536	0.2419125595
537	0.241910305
538	0.2419075888
539	0.2419052256
540	0.241900282
541	0.2418976201
542	0.2418938717
543	0.2418918345
544	0.2418891182
545	0.241885397
546	0.241882898
547	0.2418809695
548	0.241877221
549	0.2418759715
550	0.2418733368
551	0.2418695883
552	0.2418656498
553	0.2418630422
554	0.2418614396
555	0.2418587233
556	0.2418541328
557	0.2418522858
558	0.2418486188
559	0.241846147
560	0.2418455766
561	0.241843132
562	0.2418394379
563	0.241836613
564	0.2418344671
565	0.2418322398
566	0.2418289803
567	0.2418221353
568	0.2418196907
569	0.2418170831
570	0.2418128729
571	0.2418104826
572	0.2418073045
573	0.2418057563
574	0.2418015732
575	0.241798857
576	0.2417958419
577	0.2417933701
578	0.2417883451
579	0.241785656
580	0.2417826409
581	0.2417811198
582	0.241778648
583	0.2417764207
584	0.2417744921
585	0.241772455
586	0.2417702005
587	0.2417680818
588	0.241763437
589	0.241759933
590	0.2417584662
591	0.2417565377
592	0.2417546091
593	0.2417513496
594	0.2417491495
595	0.2417432009
596	0.2417414624
597	0.2417403488
598	0.2417380128
599	0.2417372794
600	0.2417345903
601	0.2417323358
602	0.2417307332
603	0.2417287232
604	0.2417264415
605	0.2417210362
606	0.2417177767
607	0.2417150604
608	0.2417119639
609	0.2417102255
610	0.2417051461
611	0.2417030817
612	0.2417014791
613	0.2417000124
614	0.2416982468
615	0.2416966442
616	0.2416929229
617	0.2416909944
618	0.2416884139
619	0.2416828999
620	0.2416800207
621	0.2416786897
622	0.2416764081
623	0.241673719
624	0.2416714373
625	0.2416683136
626	0.241664538
627	0.2416607081
628	0.2416597846
629	0.2416583721
630	0.2416554929
631	0.2416531569
632	0.2416498431
633	0.2416472355
634	0.2416438945
635	0.2416410152
636	0.241639467
637	0.2416367779
638	0.2416343604
639	0.2416324047
640	0.2416309651
641	0.2416288192
642	0.2416260215
643	0.2416232781
644	0.2416210507
645	0.2416179814
646	0.2416143959
647	0.2416115167
648	0.2416086918
649	0.2416037753
650	0.2416016023
651	0.2416004615
652	0.2415988589
653	0.2415970662
654	0.2415959254
655	0.2415931276
656	0.2415921769
657	0.2415901397
658	0.2415883742
659	0.2415860653
660	0.2415837022
661	0.2415813119
662	0.2415780795
663	0.2415745484
664	0.241571968
665	0.2415686541
666	0.2415643353
667	0.2415635747
668	0.2415622438
669	0.2415593374
670	0.2415566483
671	0.2415543394
672	0.241551759
673	0.2415485267
674	0.2415471414
675	0.2415439633
676	0.241540568
677	0.2415380419
678	0.2415355429
679	0.2415335057
680	0.2415322291
681	0.2415294314
682	0.2415270139
683	0.2415254656
684	0.2415230482
685	0.2415205764
686	0.2415166106
687	0.2415145734
688	0.2415129437
689	0.2415084347
690	0.2415058542
691	0.241502812
692	0.2414993624
693	0.2414962659
694	0.2414944731
695	0.2414931422
696	0.2414923816
697	0.2414888776
698	0.241486596
699	0.2414846674
700	0.2414825216
701	0.241480919
702	0.2414776052
703	0.2414760841
704	0.2414723356
705	0.2414692934
706	0.2414673377
707	0.2414661697
708	0.2414644585
709	0.2414624213
710	0.2414610631
711	0.2414573419
712	0.2414560109
713	0.2414542725
714	0.2414504697
715	0.2414478621
716	0.2414448199
717	0.2414427556
718	0.2414410715
719	0.2414377577
720	0.2414355303
721	0.241433303
722	0.2414306411
723	0.2414291743
724	0.2414256703
725	0.2414227911
726	0.2414211342
727	0.2414192328
728	0.2414156202
729	0.2414119532
730	0.2414079875
731	0.2414060046
732	0.2414020932
733	0.2413989423
734	0.2413951124
735	0.2413933197
736	0.2413879958
737	0.2413858771
738	0.2413844647
739	0.2413817484
740	0.2413799014
741	0.2413768048
742	0.2413747133
743	0.2413721057
744	0.2413697697
745	0.2413667004
746	0.2413647718
747	0.2413608876
748	0.2413584701
749	0.2413563514
750	0.2413523857
751	0.2413502398
752	0.2413472791
753	0.2413453506
754	0.2413436936
755	0.2413423627
756	0.2413401354
757	0.2413378265
758	0.2413349201
759	0.2413330188
760	0.2413304655
761	0.2413287814
762	0.241327206
763	0.2413249786
764	0.2413228056
765	0.2413197906
766	0.2413176176
767	0.2413141951
768	0.2413125925
769	0.2413087082
770	0.2413057204
771	0.2413039548
772	0.2413022436
773	0.2412993643
774	0.2412974629
775	0.2412953171
776	0.2412931441
777	0.2412904822
778	0.2412881733
779	0.2412845064
780	0.2412826593
781	0.2412811654
782	0.2412793183
783	0.2412775528
784	0.2412739945
785	0.2412723647
786	0.2412707621
787	0.2412694312
788	0.2412681002
789	0.2412647592
790	0.2412623417
791	0.241260549
792	0.2412583217
793	0.2412561487
794	0.2412529163
795	0.2412502001
796	0.2412479727
797	0.2412463158
798	0.2412440885
799	0.2412421599
800	0.2412395523
801	0.2412377324
802	0.2412359397
803	0.2412340655
804	0.2412331691
805	0.2412312134
806	0.2412291762
807	0.2412250203
808	0.2412242598
809	0.2412221954
810	0.2412200224
811	0.2412190717
812	0.2412156221
813	0.2412141825
814	0.2412116835
815	0.2412098908
816	0.2412068214
817	0.2412034533
818	0.2412014975
819	0.2411994604
820	0.2411973688
821	0.2411952773
822	0.241193213
823	0.2411889213
824	0.2411864766
825	0.2411850099
826	0.2411823208
827	0.2411802021
828	0.2411768339
829	0.24117534
830	0.2411732756
831	0.2411714557
832	0.2411690654
833	0.2411664578
834	0.2411637416
835	0.2411623834
836	0.2411602376
837	0.2411592326
838	0.2411557558
839	0.2411537729
840	0.241150948
841	0.2411468464
842	0.2411435869
843	0.2411408163
844	0.2411380186
845	0.2411363074
846	0.2411296525
847	0.2411278055
848	0.2411268005
849	0.2411246003
850	0.2411227261
851	0.2411194394
852	0.2411125673
853	0.2411113178
854	0.241107678
855	0.2411049617
856	0.2411038209
857	0.2410992848
858	0.2410981983
859	0.2410967315
860	0.2410940696
861	0.2410914348
862	0.2410896692
863	0.2410873061
864	0.2410847528
865	0.2410826884
866	0.2410801895
867	0.2410794018
868	0.2410776905
869	0.2410761966
870	0.2410746483
871	0.2410726383
872	0.2410700035
873	0.2410688627
874	0.2410672872
875	0.241066418
876	0.2410651957
877	0.2410633215
878	0.2410612843
879	0.2410600348
880	0.2410590298
881	0.241057563
882	0.2410562321
883	0.2410552271
884	0.2410532442
885	0.241050202
886	0.2410487895
887	0.2410475401
888	0.2410449868
889	0.2410425965
890	0.2410400975
891	0.2410382505
892	0.2410366207
893	0.2410331982
894	0.2410316771
895	0.2410299115
896	0.2410276842
897	0.2410250494
898	0.2410229036
899	0.24101997
900	0.2410191552
901	0.2410178514
902	0.2410156783
903	0.2410134239
904	0.2410101643
905	0.2410075567
906	0.2410041614
907	0.2410020971
908	0.2409997882
909	0.2409972621
910	0.2409957682
911	0.2409946274
912	0.2409930791
913	0.2409900369
914	0.2409879454
915	0.2409856909
916	0.24098455
917	0.2409824042
918	0.2409791447
919	0.2409774063
920	0.2409758308
921	0.2409744184
922	0.2409733047
923	0.2409715935
924	0.240969502
925	0.2409650201
926	0.2409630916
927	0.2409607556
928	0.2409581208
929	0.2409564368
930	0.2409543724
931	0.2409534217
932	0.2409515475
933	0.2409501079
934	0.2409481793
935	0.2409466582
936	0.2409442408
937	0.2409423665
938	0.2409412529
939	0.2409400306
940	0.2409376674
941	0.2409360105
942	0.2409340005
943	0.2409326695
944	0.2409308496
945	0.2409293828
946	0.2409276173
947	0.2409261233
948	0.240924059
949	0.2409219675
950	0.24091955
951	0.240917051
952	0.2409157472
953	0.2409146879
954	0.2409126779
955	0.2409103419
956	0.240909201
957	0.2409066206
958	0.2409043933
959	0.2409022203
960	0.2408996127
961	0.240897494
962	0.2408951852
963	0.2408929578
964	0.2408904589
965	0.2408880957
966	0.2408867104
967	0.2408849177
968	0.2408810878
969	0.2408795667
970	0.2408766059
971	0.24087427
972	0.240871934
973	0.2408700054
974	0.2408687016
975	0.2408676695
976	0.2408659311
977	0.240863758
978	0.2408622369
979	0.2408613949
980	0.2408585972
981	0.2408577551
982	0.2408525942
983	0.2408519967
984	0.2408504484
985	0.2408478408
986	0.2408466728
987	0.2408435763
988	0.2408412674
989	0.2408382524
990	0.2408369486
991	0.2408348299
992	0.2408336347
993	0.2408319507
994	0.2408307827
995	0.2408289085
996	0.2408277405
997	0.240825323
998	0.2408225253
999	0.2408208683
1000	0.2408179076
1001	0.2408165766
1002	0.2408153272
1003	0.2408133443
1004	0.2408115516
1005	0.2408085908
1006	0.2408059832
1007	0.2408044621
1008	0.2408025879
1009	0.2408008495
1010	0.2407990025
1011	0.240796748
1012	0.2407941132
1013	0.240791234
1014	0.2407901746
1015	0.240788898
1016	0.240786562
1017	0.240783547
1018	0.240782216
1019	0.2407804504
1020	0.2407788478
1021	0.2407765933
1022	0.2407733881
1023	0.2407712966
1024	0.2407694496
1025	0.2407680371
1026	0.2407661629
1027	0.2407633923
1028	0.2407619799
1029	0.2407599155
1030	0.2407592093
1031	0.2407572264
1032	0.2407542929
1033	0.2407528261
1034	0.2407510062
1035	0.2407487517
1036	0.2407461712
1037	0.2407438624
1038	0.2407418796
1039	0.2407407931
1040	0.2407386472
1041	0.2407366915
1042	0.2407348988
1043	0.2407328887
1044	0.2407307157
1045	0.2407285971
1046	0.2407270216
1047	0.2407250659
1048	0.2407228114
1049	0.2407197149
1050	0.240717732
1051	0.2407153146
1052	0.240713223
1053	0.2407108599
1054	0.2407092573
1055	0.2407077905
1056	0.2407065682
1057	0.2407048841
1058	0.2407038519
1059	0.2407005924
1060	0.2406989084
1061	0.2406972514
1062	0.2406944265
1063	0.2406924165
1064	0.2406912485
1065	0.2406891027
1066	0.2406870655
1067	0.2406853542
1068	0.240683317
1069	0.2406814971
1070	0.2406792155
1071	0.2406779932
1072	0.2406758745
1073	0.2406720717
1074	0.2406700617
1075	0.2406688665
1076	0.2406675899
1077	0.2406663676
1078	0.2406629994
1079	0.2406609351
1080	0.2406579744
1081	0.2406563446
1082	0.2406540901
1083	0.2406519714
1084	0.2406505861
1085	0.2406486304
1086	0.2406463216
1087	0.2406454524
1088	0.2406428448
1089	0.2406402644
1090	0.2406381457
1091	0.2406358912
1092	0.2406352664
1093	0.2406334465
1094	0.2406320341
1095	0.2406287474
1096	0.2406270905
1097	0.240625678
1098	0.2406240211
1099	0.2406233964
1100	0.2406199467
1101	0.2406165514
1102	0.2406147044
1103	0.2406131833
1104	0.2406110917
1105	0.2406098694
1106	0.2406080224
1107	0.2406062025
1108	0.2406034591
1109	0.2406010959
1110	0.2405993303
1111	0.2405975105
1112	0.2405938707
1113	0.2405917248
1114	0.2405902309
1115	0.2405872973
1116	0.2405846626
1117	0.2405826254
1118	0.2405802351
1119	0.2405785238
1120	0.2405750742
1121	0.2405731185
1122	0.2405723579
1123	0.2405702664
1124	0.2405680934
1125	0.240566192
1126	0.2405641276
1127	0.2405607052
1128	0.2405585322
1129	0.2405572555
1130	0.2405548924
1131	0.2405533984
1132	0.2405512254
1133	0.2405497586
1134	0.240547477
1135	0.2405456843
1136	0.2405447336
1137	0.2405429137
1138	0.2405410938
1139	0.240539627
1140	0.2405379429
1141	0.2405357427
1142	0.2405343846
1143	0.2405330537
1144	0.2405313424
1145	0.240529441
1146	0.2405269964
1147	0.2405255025
1148	0.2405230578
1149	0.2405214281
1150	0.2405189291
1151	0.2405176525
1152	0.240516566
1153	0.2405133336
1154	0.2405117039
1155	0.2405104272
1156	0.240508879
1157	0.2405066516
1158	0.2405048317
1159	0.2405021698
1160	0.2405002141
1161	0.240497525
1162	0.2404952433
1163	0.240493342
1164	0.2404915221
1165	0.2404898923
1166	0.2404882082
1167	0.2404865785
1168	0.2404851932
1169	0.2404833461
1170	0.240482314
1171	0.2404808472
1172	0.2404786198
1173	0.240477479
1174	0.2404746269
1175	0.2404733231
1176	0.240471965
1177	0.2404681894
1178	0.240466451
1179	0.2404648484
1180	0.2404625396
1181	0.2404607197
1182	0.240457922
1183	0.240456754
1184	0.2404543908
1185	0.2404518104
1186	0.2404494201
1187	0.2404470569
1188	0.2404446123
1189	0.2404436344
1190	0.2404418146
1191	0.2404398588
1192	0.2404370883
1193	0.2404351869
1194	0.2404332583
1195	0.2404316014
1196	0.240430189
1197	0.2404282604
1198	0.2404255442
1199	0.2404248379
1200	0.2404229366
1201	0.2404203833
1202	0.2404171238
1203	0.2404156027
1204	0.2404137284
1205	0.240412479
1206	0.2404104146
1207	0.2404082144
1208	0.2404064489
1209	0.2404048463
1210	0.2404022387
1211	0.2404009349
1212	0.2403992236
1213	0.240397621
1214	0.2403963716
1215	0.2403943344
1216	0.2403923243
1217	0.2403911835
1218	0.2403901513
1219	0.2403882228
1220	0.2403864572
1221	0.2403837138
1222	0.240382573
1223	0.2403815408
1224	0.2403799925
1225	0.240377901
1226	0.2403766244
1227	0.2403738809
1228	0.240372224
1229	0.2403695893
1230	0.2403675249
1231	0.2403649173
1232	0.240363206
1233	0.2403610874
1234	0.2403589958
1235	0.2403560351
1236	0.2403539979
1237	0.2403516076
1238	0.2403496791
1239	0.2403474789
1240	0.2403462294
1241	0.2403447898
1242	0.2403430514
1243	0.2403401993
1244	0.2403374831
1245	0.2403356632
1246	0.2403334087
1247	0.2403317246
1248	0.2403299319
1249	0.2403279219
1250	0.2403258303
1251	0.2403246352
1252	0.2403229511
1253	0.2403211312
1254	0.2403200175
1255	0.240317926
1256	0.2403151011
1257	0.2403136615
1258	0.2403119503
1259	0.2403104563
1260	0.2403081203
1261	0.2403065449
1262	0.240305051
1263	0.2403031768
1264	0.2403018458
1265	0.2403008408
1266	0.2402999716
1267	0.240299048
1268	0.2402976356
1269	0.2402966577
1270	0.2402946477
1271	0.2402929636
1272	0.2402906548
1273	0.2402880472
1274	0.2402855754
1275	0.2402838913
1276	0.2402828048
1277	0.2402810664
1278	0.2402803059
1279	0.2402780785
1280	0.2402757425
1281	0.2402740856
1282	0.2402715867
1283	0.240270473
1284	0.2402689247
1285	0.2402667246
1286	0.2402656109
1287	0.2402645516
1288	0.2402620798
1289	0.2402601784
1290	0.2402586301
1291	0.2402559139
1292	0.2402535779
1293	0.2402524099
1294	0.2402501282
1295	0.2402480367
1296	0.2402461082
1297	0.2402443969
1298	0.2402423869
1299	0.2402407028
1300	0.2402389916
1301	0.2402369544
1302	0.2402347814
1303	0.2402336949
1304	0.2402313861
1305	0.2402300279
1306	0.2402285068
1307	0.24022704
1308	0.24022503
1309	0.2402229113
1310	0.2402206025
1311	0.2402189728
1312	0.2402163923
1313	0.2402144638
1314	0.2402128612
1315	0.2402121821
1316	0.2402111499
1317	0.2402093844
1318	0.2402083794
1319	0.2402068311
1320	0.2402040333
1321	0.2402023221
1322	0.2402006923
1323	0.2401990626
1324	0.24019746
1325	0.2401954228
1326	0.2401936029
1327	0.2401922176
1328	0.2401910768
1329	0.2401887408
1330	0.2401878716
1331	0.240186269
1332	0.2401847751
1333	0.240181923
1334	0.2401793697
1335	0.2401783375
1336	0.2401759201
1337	0.2401741002
1338	0.2401707049
1339	0.2401673095
1340	0.2401661415
1341	0.240163371
1342	0.2401616869
1343	0.2401594867
1344	0.2401577211
1345	0.2401571507
1346	0.2401560099
1347	0.2401537554
1348	0.2401520985
1349	0.2401503329
1350	0.2401493279
1351	0.2401471277
1352	0.240145498
1353	0.2401423471
1354	0.2401413421
1355	0.2401406902
1356	0.2401384085
1357	0.240136806
1358	0.2401353935
1359	0.2401337909
1360	0.2401324599
1361	0.2401300696
1362	0.2401280324
1363	0.2401264027
1364	0.2401228987
1365	0.2401214319
1366	0.2401191231
1367	0.2401173304
1368	0.2401153204
1369	0.2401128757
1370	0.2401113818
1371	0.2401093446
1372	0.2401077692
1373	0.2401051616
1374	0.2401035861
1375	0.2401021193
1376	0.2400996747
1377	0.2400979363
1378	0.2400969313
1379	0.2400954373
1380	0.2400933458
1381	0.240090032
1382	0.2400883208
1383	0.2400868268
1384	0.2400851427
1385	0.2400802806
1386	0.2400784064
1387	0.2400766952
1388	0.2400747395
1389	0.2400727023
1390	0.2400703935
1391	0.240068818
1392	0.2400677044
1393	0.2400653955
1394	0.240064472
1395	0.2400621904
1396	0.2400604519
1397	0.2400583333
1398	0.2400576542
1399	0.2400552911
1400	0.2400530366
1401	0.2400506734
1402	0.240048935
1403	0.2400474411
1404	0.2400462731
1405	0.2400447248
1406	0.2400426061
1407	0.2400414653
1408	0.240040406
1409	0.2400386676
1410	0.2400364674
1411	0.2400334252
1412	0.2400314966
1413	0.2400289434
1414	0.2400279383
1415	0.2400266074
1416	0.2400247875
1417	0.2400233207
1418	0.240022207
1419	0.2400207674
1420	0.2400179154
1421	0.2400174264
1422	0.240015851
1423	0.240014683
1424	0.2400134335
1425	0.2400115865
1426	0.2400089245
1427	0.2400072405
1428	0.2400050675
1429	0.2400034105
1430	0.2400011289
1431	0.2399995534
1432	0.2399981953
1433	0.2399964026
1434	0.2399945284
1435	0.2399926813
1436	0.2399909429
1437	0.2399894761
1438	0.2399862981
1439	0.23998494
1440	0.2399831201
1441	0.2399807841
1442	0.2399791815
1443	0.2399757319
1444	0.2399741021
1445	0.2399721736
1446	0.2399713044
1447	0.2399698647
1448	0.2399677732
1449	0.2399664966
1450	0.2399645952
1451	0.2399626667
1452	0.2399607381
1453	0.2399591084
1454	0.239957207
1455	0.2399552784
1456	0.2399538932
1457	0.239948026
1458	0.2399460432
1459	0.2399439788
1460	0.2399418058
1461	0.2399393612
1462	0.2399379216
1463	0.2399353954
1464	0.2399320816
1465	0.2399301802
1466	0.2399282788
1467	0.2399261602
1468	0.2399235254
1469	0.2399216512
1470	0.239919777
1471	0.2399179842
1472	0.2399165174
1473	0.2399152408
1474	0.2399136925
1475	0.2399118455
1476	0.2399093194
1477	0.2399064945
1478	0.2399046202
1479	0.2399028818
1480	0.2399006273
1481	0.2398983185
1482	0.2398967159
1483	0.2398947602
1484	0.239893212
1485	0.2398916365
1486	0.2398902784
1487	0.2398884585
1488	0.2398865843
1489	0.2398849545
1490	0.2398836236
1491	0.2398820753
1492	0.2398807443
1493	0.2398790331
1494	0.239877675
1495	0.2398753933
1496	0.2398735462
1497	0.2398727585
1498	0.2398705855
1499	0.2398689829
1500	0.2398680594
1501	0.2398664296
1502	0.2398651258
1503	0.2398633603
1504	0.2398610243
1505	0.2398592316
1506	0.2398576833
1507	0.2398558634
1508	0.239854451
1509	0.2398512729
1510	0.2398496432
1511	0.2398481764
1512	0.2398461392
1513	0.2398456503
1514	0.2398445638
