iter	Passed	Remaining
514	267829	2124432
515	268262	2123224
516	268763	2122557
517	269426	2123164
518	270061	2123548
519	270560	2122859
520	271114	2122604
521	271521	2121195
522	272058	2120811
523	272640	2120767
524	273501	2122892
525	274288	2124431
526	274742	2123386
527	275191	2122311
528	275725	2121891
529	276343	2122109
530	276890	2121783
531	277306	2120458
532	277816	2119846
533	278466	2120310
534	278985	2119771
535	279369	2118204
536	279743	2116570
537	280110	2114883
538	280590	2114059
539	281129	2113677
540	281635	2113046
541	282155	2112523
542	282642	2111753
543	283126	2110961
544	283585	2109979
545	284117	2109543
546	284575	2108562
547	285162	2108534
548	285628	2107613
549	286105	2106776
550	286542	2105645
551	287020	2104815
552	287486	2103899
553	288067	2103830
554	288510	2102746
555	288981	2101875
556	289584	2101956
557	290044	2101005
558	290621	2100897
559	291085	2099971
560	291879	2101426
561	292444	2101227
562	293132	2101912
563	293652	2101382
564	294000	2099634
565	294422	2098414
566	295349	2100785
567	295924	2100644
568	296546	2100842
569	297085	2100444
570	297565	2099634
571	298027	2098697
572	298653	2098915
573	299219	2098703
574	299674	2097719
575	300201	2097238
576	300657	2096267
577	301125	2095376
578	301610	2094606
579	301990	2093110
580	302540	2092791
581	302919	2091292
582	303426	2090672
583	303826	2089328
584	304263	2088235
585	304657	2086851
586	305285	2087073
587	305840	2086786
588	306348	2086183
589	306769	2084995
590	307188	2083785
591	307657	2082927
592	308217	2082677
593	308814	2082675
594	309309	2081989
595	309695	2080572
596	310301	2080633
597	310915	2080740
598	311388	2079911
599	311842	2078949
600	312424	2078844
601	313055	2079064
602	313494	2078008
603	314134	2078278
604	314560	2077137
605	315392	2078674
606	316041	2079004
607	316485	2077978
608	316979	2077283
609	317498	2076749
610	317906	2075495
611	318455	2075166
612	318974	2074634
613	319470	2073957
614	319976	2073343
615	320467	2072633
616	321023	2072345
617	321490	2071481
618	322029	2071078
619	322448	2069913
620	323022	2069734
621	323600	2069589
622	324243	2069849
623	324826	2069725
624	325333	2069123
625	325789	2068187
626	326427	2068417
627	326926	2067757
628	327395	2066911
629	327969	2066731
630	328548	2066572
631	329015	2065714
632	329638	2065841
633	330317	2066307
634	331065	2067207
635	331852	2068341
636	332346	2067641
637	332974	2067779
638	333560	2067656
639	333982	2066518
640	334528	2066141
641	335068	2065731
642	335628	2065445
643	336133	2064822
644	336675	2064423
645	337410	2065200
646	338021	2065224
647	338491	2064379
648	338891	2063115
649	339393	2062465
650	340033	2062660
651	340706	2063050
652	341348	2063249
653	341795	2062268
654	342571	2063273
655	342946	2061858
656	343415	2061018
657	343766	2059464
658	344267	2058816
659	344618	2057269
660	345238	2057328
661	345837	2057264
662	346400	2056982
663	346862	2056098
664	347409	2055722
665	347848	2054708
666	348213	2053256
667	348671	2052358
668	349422	2053184
669	350060	2053339
670	350655	2053242
671	351174	2052697
672	351575	2051463
673	351988	2050308
674	352472	2049563
675	352839	2048141
676	353316	2047355
677	353716	2046131
678	354310	2046024
679	354824	2045457
680	355309	2044725
681	356119	2045860
682	356461	2044301
683	357237	2045236
684	357675	2044233
685	358240	2043953
686	358637	2042718
687	359191	2042380
688	359559	2040985
689	360102	2040580
690	360608	2039968
691	360981	2038606
692	361554	2038374
693	362107	2038028
694	362562	2037132
695	363008	2036185
696	363391	2034887
697	364006	2034889
698	364513	2034289
699	364859	2032786
700	365302	2031834
701	365734	2030817
702	366321	2030660
703	366845	2030155
704	367341	2029495
705	367822	2028756
706	368330	2028162
707	368961	2028245
708	369565	2028180
709	370057	2027499
710	370473	2026401
711	370953	2025658
712	371414	2024810
713	371995	2024615
714	372593	2024510
715	373132	2024089
716	373607	2023319
717	374083	2022550
718	374696	2022526
719	375101	2021381
720	375724	2021408
721	376184	2020558
722	376701	2020015
723	377229	2019532
724	377785	2019196
725	378251	2018384
726	378798	2017999
727	379272	2017229
728	380016	2017892
729	380487	2017103
730	380909	2016060
731	381479	2015796
732	381897	2014731
733	382503	2014657
734	383185	2014983
735	383575	2013769
736	384043	2012969
737	384554	2012399
738	385019	2011581
739	385600	2011373
740	386098	2010734
741	386866	2011497
742	387318	2010614
743	388036	2011111
744	388523	2010411
745	389066	2010002
746	389600	2009548
747	390007	2008436
748	390537	2007955
749	391058	2007432
750	391565	2006838
751	392016	2005954
752	392476	2005123
753	393049	2004867
754	393524	2004108
755	394047	2003596
756	394588	2003175
757	394977	2001981
758	395447	2001202
759	395992	2000804
760	396500	2000219
761	397051	1999849
762	397457	1998745
763	398078	1998728
764	398481	1997618
765	398886	1996514
766	399451	1996217
767	400166	1996664
768	400618	1995798
769	401202	1995593
770	401667	1994791
771	402061	1993639
772	402691	1993659
773	403261	1993382
774	403711	1992512
775	404261	1992132
776	404692	1991170
777	405173	1990454
778	405519	1989077
779	406048	1988598
780	406392	1987210
781	406867	1986470
782	407693	1987442
783	408338	1987525
784	408950	1987448
785	409654	1987813
786	410145	1987146
787	410596	1986287
788	411171	1986027
789	411624	1985177
790	412148	1984668
791	412484	1983258
792	412826	1981877
793	413118	1980264
794	413547	1979305
795	414045	1978680
796	414489	1977796
797	414844	1976491
798	415308	1975704
799	415704	1974596
800	416179	1973863
801	416659	1973159
802	417107	1972301
803	417511	1971237
804	418001	1970579
805	418531	1970111
806	419129	1969962
807	419624	1969328
808	420173	1968945
809	420708	1968501
810	421243	1968054
811	421895	1968152
812	422397	1967552
813	422862	1966777
814	423313	1965938
815	423780	1965176
816	424540	1965773
817	425090	1965393
818	425813	1965812
819	426505	1966084
820	427067	1965757
821	427463	1964667
822	428055	1964478
823	428581	1963983
824	429233	1964066
825	429740	1963486
826	430129	1962370
827	430885	1962924
828	431321	1962020
829	431911	1961813
830	432463	1961440
831	432939	1960717
832	433404	1959943
833	433905	1959336
834	434453	1958945
835	435060	1958814
836	435727	1958952
837	436227	1958337
838	436686	1957544
839	437118	1956624
840	437586	1955872
841	438126	1955436
842	438593	1954682
843	439200	1954547
844	439596	1953472
845	440125	1952992
846	440645	1952469
847	441160	1951928
848	441664	1951337
849	442111	1950492
850	442642	1950020
851	443193	1949635
852	443595	1948593
853	444104	1948029
854	444473	1946844
855	445083	1946722
856	445721	1946714
857	446174	1945901
858	446781	1945761
859	447358	1945490
860	447791	1944592
861	448317	1944095
862	448943	1944036
863	449520	1943760
864	450026	1943177
865	450594	1942863
866	451058	1942100
867	451477	1941147
868	451991	1940596
869	452364	1939446
870	452960	1939254
871	453525	1938924
872	454163	1938908
873	454866	1939168
874	455505	1939153
875	456016	1938589
876	456544	1938102
877	457035	1937454
878	457519	1936780
879	457859	1935498
880	458369	1934934
881	458913	1934512
882	459474	1934162
883	459988	1933618
884	460483	1932989
885	460934	1932178
886	461473	1931737
887	461977	1931149
888	462372	1930105
889	463112	1930503
890	463669	1930134
891	464098	1929232
892	464535	1928367
893	465100	1928032
894	465658	1927671
895	466359	1927898
896	466840	1927214
897	467255	1926259
898	467762	1925684
899	468298	1925228
900	468878	1924952
901	469327	1924136
902	469826	1923532
903	470248	1922610
904	470804	1922235
905	471218	1921282
906	471717	1920674
907	472290	1920370
908	472726	1919509
909	473219	1918879
910	473615	1917857
911	474138	1917348
912	474664	1916855
913	475155	1916217
914	475647	1915586
915	476290	1915562
916	476724	1914694
917	477283	1914332
918	477649	1913197
919	478446	1913785
920	479020	1913479
921	479607	1913227
922	480098	1912590
923	480727	1912504
924	481326	1912297
925	481721	1911280
926	482129	1910314
927	482664	1909852
928	483228	1909505
929	483716	1908861
930	484148	1907990
931	484717	1907665
932	485481	1908103
933	485901	1907188
934	486439	1906738
935	487113	1906819
936	487612	1906214
937	488055	1905393
938	488343	1903968
939	488910	1903629
940	489459	1903223
941	489910	1902434
942	490415	1901856
943	490880	1901122
944	491504	1901005
945	492024	1900484
946	492621	1900258
947	493216	1900029
948	493581	1898910
949	494023	1898090
950	494476	1897311
951	494899	1896423
952	495492	1896181
953	496123	1896085
954	496635	1895535
955	497025	1894521
956	497576	1894119
957	498142	1893774
958	498612	1893062
959	499136	1892558
960	499709	1892241
961	500556	1892957
962	501266	1893152
963	501957	1893274
964	502501	1892842
965	502922	1891945
966	503439	1891413
967	503806	1890313
968	504289	1889655
969	504859	1889321
970	505323	1888586
971	505993	1888625
972	506448	1887861
973	507087	1887782
974	507561	1887089
975	508113	1886681
976	508636	1886172
977	508958	1884914
978	509671	1885106
979	510184	1884557
980	510739	1884163
981	511355	1883994
982	511918	1883631
983	512470	1883223
984	513012	1882780
985	513373	1881675
986	513919	1881248
987	514391	1880549
988	514946	1880153
989	515396	1879376
990	515888	1878749
991	516271	1877729
992	516680	1876804
993	517169	1876169
994	517525	1875053
995	518125	1874824
996	518639	1874282
997	519006	1873206
998	519378	1872154
999	519761	1871143
1000	520442	1871200
1001	521018	1870881
1002	521604	1870601
1003	522104	1870006
1004	522568	1869288
1005	523091	1868778
1006	523660	1868433
1007	524088	1867585
1008	524652	1867222
1009	525174	1866709
1010	525740	1866351
1011	526285	1865922
1012	526987	1866045
1013	527377	1865065
1014	527899	1864551
1015	528551	1864495
1016	529008	1863754
1017	529675	1863751
1018	530144	1863050
1019	530763	1862876
1020	531463	1862985
1021	531936	1862297
1022	532427	1861673
1023	532919	1861055
1024	533341	1860189
1025	533838	1859590
1026	534319	1858931
1027	534780	1858205
1028	535330	1857789
1029	535858	1857295
1030	536308	1856531
1031	536720	1855637
1032	537124	1854718
1033	537484	1853645
1034	537974	1853022
1035	538505	1852541
1036	539004	1851952
1037	539526	1851440
1038	539950	1850590
1039	540408	1849859
1040	540899	1849243
1041	541297	1848306
1042	541777	1847652
1043	542353	1847327
1044	542827	1846650
1045	543393	1846291
1046	543929	1845827
1047	544520	1845549
1048	545004	1844911
1049	545363	1843848
1050	545938	1843515
1051	546379	1842733
1052	546929	1842317
1053	547379	1841563
1054	547922	1841123
1055	548373	1840376
1056	548775	1839461
1057	549179	1838557
1058	549502	1837383
1059	549895	1836441
1060	550482	1836152
1061	550902	1835303
1062	551359	1834579
1063	551954	1834316
1064	552340	1833355
1065	552820	1832710
1066	553111	1831436
1067	553704	1831164
1068	554207	1830595
1069	554775	1830240
1070	555208	1829441
1071	555716	1828886
1072	556226	1828341
1073	556595	1827333
1074	557261	1827299
1075	557789	1826811
1076	558315	1826318
1077	558904	1826032
1078	559359	1825306
1079	559876	1824783
1080	560383	1824227
1081	560907	1823726
1082	561394	1823106
1083	561955	1822725
1084	562549	1822451
1085	562920	1821456
1086	563350	1820653
1087	563960	1820430
1088	564410	1819692
1089	564939	1819207
1090	565336	1818301
1091	565844	1817749
1092	566269	1816932
1093	566993	1817075
1094	567507	1816542
1095	567985	1815896
1096	568471	1815274
1097	568968	1814686
1098	569562	1814410
1099	569922	1813388
1100	570296	1812412
1101	570871	1812075
1102	571347	1811424
1103	572084	1811601
1104	572624	1811150
1105	573075	1810420
1106	573592	1809900
1107	574002	1809040
1108	574593	1808753
1109	575031	1807982
1110	575538	1807429
1111	576012	1806771
1112	576602	1806481
1113	577073	1805815
1114	577613	1805366
1115	578348	1805525
1116	578888	1805073
1117	579282	1804169
1118	579799	1803647
1119	580271	1802986
1120	580840	1802625
1121	581360	1802114
1122	581869	1801566
1123	582352	1800940
1124	582889	1800481
1125	583505	1800265
1126	583918	1799421
1127	584383	1798740
1128	584902	1798225
1129	585454	1797812
1130	586106	1797704
1131	586668	1797319
1132	587108	1796563
1133	587577	1795894
1134	588124	1795463
1135	588694	1795103
1136	589177	1794477
1137	589648	1793817
1138	590074	1793018
1139	590736	1792937
1140	591281	1792499
1141	591657	1791550
1142	592094	1790787
1143	592543	1790061
1144	593049	1789506
1145	593392	1788460
1146	593886	1787872
1147	594607	1787965
1148	595163	1787563
1149	595765	1787296
1150	596301	1786830
1151	596808	1786282
1152	597401	1785985
1153	597803	1785121
1154	598309	1784567
1155	598794	1783953
1156	599349	1783544
1157	599936	1783231
1158	600484	1782801
1159	600963	1782166
1160	601589	1781970
1161	602057	1781303
1162	602775	1781376
1163	603160	1780463
1164	603659	1779889
1165	604084	1779097
1166	604615	1778615
1167	605069	1777909
1168	605682	1777670
1169	606300	1777444
1170	606618	1776341
1171	607168	1775915
1172	607681	1775383
1173	608124	1774647
1174	608680	1774239
1175	609112	1773469
1176	609656	1773029
1177	610074	1772219
1178	610668	1771923
1179	611207	1771465
1180	611660	1770758
1181	612182	1770252
1182	612875	1770240
1183	613476	1769962
1184	614181	1769983
1185	614667	1769372
1186	615203	1768904
1187	615794	1768594
1188	616223	1767819
1189	616678	1767119
1190	617239	1766724
1191	617749	1766182
1192	618192	1765448
1193	618572	1764538
1194	619030	1763847
1195	619560	1763364
1196	620316	1763522
1197	620939	1763302
1198	621556	1763063
1199	622043	1762455
1200	622503	1761773
1201	623278	1761981
1202	623710	1761217
1203	624205	1760631
1204	624624	1759835
1205	625087	1759159
1206	625514	1758386
1207	625898	1757490
1208	626433	1757019
1209	627045	1756763
1210	627572	1756269
1211	628113	1755814
1212	628587	1755172
1213	628950	1754221
1214	629618	1754123
1215	630300	1754060
1216	630782	1753441
1217	631380	1753144
1218	631789	1752322
1219	632293	1751763
1220	632688	1750904
1221	633139	1750200
1222	633555	1749400
1223	633940	1748515
1224	634544	1748234
1225	635116	1747866
1226	635593	1747233
1227	636206	1746976
1228	636692	1746372
1229	637155	1745703
1230	637686	1745218
1231	638133	1744509
1232	638685	1744082
1233	639165	1743461
1234	639657	1742872
1235	640376	1742900
1236	641056	1742822
1237	641612	1742409
1238	642044	1741654
1239	642615	1741281
1240	643265	1741119
1241	643938	1741018
1242	644653	1741032
1243	645107	1740338
1244	645539	1739586
1245	645985	1738872
1246	646622	1738672
1247	647009	1737801
1248	647457	1737093
1249	647862	1736271
1250	648380	1735752
1251	649016	1735548
1252	649502	1734944
1253	650086	1734602
1254	650581	1734020
1255	650999	1733234
1256	651542	1732782
1257	652011	1732133
1258	652809	1732355
1259	653328	1731839
1260	653764	1731102
1261	654149	1730230
1262	654627	1729605
1263	655089	1728937
1264	655438	1727974
1265	655812	1727076
1266	656250	1726348
1267	656700	1725650
1268	657119	1724875
1269	657671	1724446
1270	658083	1723651
1271	658656	1723277
1272	659053	1722444
1273	659440	1721585
1274	659988	1721147
1275	660517	1720659
1276	661141	1720416
1277	661676	1719944
1278	662292	1719680
1279	662744	1718993
1280	663266	1718487
1281	663762	1717913
1282	664285	1717407
1283	664849	1717009
1284	665332	1716402
1285	665716	1715540
1286	666207	1714954
1287	667102	1715405
1288	667519	1714628
1289	667953	1713897
1290	668503	1713461
1291	669022	1712945
1292	669626	1712647
1293	670322	1712585
1294	670807	1711983
1295	671432	1711739
1296	672050	1711474
1297	672603	1711044
1298	673112	1710502
1299	673540	1709757
1300	673956	1708980
1301	674386	1708239
1302	674853	1707592
1303	675454	1707283
1304	675935	1706673
1305	676496	1706263
1306	677041	1705814
1307	677405	1704908
1308	677860	1704230
1309	678362	1703672
1310	678835	1703042
1311	679314	1702427
1312	679776	1701771
1313	680221	1701071
1314	680751	1700584
1315	681206	1699909
1316	681645	1699197
1317	682244	1698881
1318	682774	1698396
1319	683183	1697607
1320	683641	1696942
1321	684041	1696132
1322	684654	1695851
1323	685117	1695198
1324	685612	1694626
1325	686299	1694527
1326	686753	1693855
1327	687206	1693177
1328	687721	1692653
1329	688161	1691946
1330	688694	1691466
1331	689170	1690848
1332	689852	1690733
1333	690410	1690315
1334	690906	1689745
1335	691424	1689229
1336	691899	1688608
1337	692325	1687866
1338	692723	1687058
1339	693497	1687164
1340	694035	1686698
1341	694666	1686455
1342	695261	1686126
1343	695877	1685845
1344	696314	1685131
1345	696898	1684775
1346	697296	1683967
1347	697763	1683328
1348	698198	1682612
1349	698638	1681908
1350	699200	1681497
1351	699964	1681570
1352	700496	1681088
1353	700903	1680304
1354	701386	1679703
1355	701985	1679382
1356	702685	1679298
1357	703195	1678762
1358	703725	1678272
1359	704240	1677750
1360	704700	1677093
1361	705163	1676446
1362	705796	1676201
1363	706320	1675699
1364	706747	1674965
1365	707205	1674306
1366	707739	1673827
1367	708278	1673359
1368	708846	1672959
1369	709299	1672289
1370	709847	1671842
1371	710297	1671167
1372	710658	1670281
1373	710992	1669331
1374	711356	1668453
1375	711967	1668157
1376	712474	1667613
1377	713044	1667219
1378	713540	1666652
1379	713978	1665950
1380	714600	1665675
1381	715120	1665164
1382	715595	1664549
1383	716121	1664050
1384	716595	1663432
1385	717000	1662655
1386	717482	1662055
1387	718001	1661541
1388	718432	1660824
1389	719036	1660509
1390	719431	1659708
1391	719799	1658848
1392	720435	1658604
1393	720840	1657829
1394	721588	1657843
1395	722208	1657562
1396	722781	1657171
1397	723123	1656253
1398	723695	1655861
1399	724189	1655291
1400	724790	1654963
1401	725254	1654325
1402	725771	1653806
1403	726278	1653266
1404	726856	1652886
1405	727213	1652005
1406	727693	1651404
1407	728183	1650825
1408	728876	1650706
1409	729346	1650082
1410	729765	1649343
1411	730334	1648941
1412	730754	1648205
1413	731135	1647380
1414	731614	1646778
1415	732009	1645987
1416	732483	1645373
1417	732919	1644675
1418	733434	1644153
1419	733836	1643379
1420	734324	1642798
1421	734882	1642374
1422	735390	1641838
1423	735958	1641435
1424	736480	1640929
1425	736955	1640320
1426	737452	1639760
1427	737945	1639189
1428	738408	1638554
1429	738960	1638114
1430	739348	1637313
1431	739821	1636700
1432	740348	1636206
1433	740719	1635367
1434	741202	1634778
1435	741705	1634231
1436	742213	1633696
1437	742656	1633018
1438	743162	1632477
1439	743636	1631870
1440	744323	1631727
1441	744697	1630897
1442	745051	1630026
1443	745506	1629375
1444	745865	1628515
1445	746420	1628084
1446	746835	1627348
1447	747305	1626730
1448	747765	1626092
1449	748177	1625351
1450	748705	1624862
1451	749161	1624214
1452	749543	1623408
1453	749946	1622648
1454	750375	1621945
1455	750825	1621287
1456	751538	1621198
1457	752020	1620608
1458	752477	1619967
1459	752920	1619293
1460	753288	1618461
1461	753715	1617756
1462	754258	1617300
1463	754950	1617162
1464	755534	1616793
1465	755997	1616163
1466	756559	1615746
1467	757062	1615203
1468	757520	1614565
1469	757885	1613729
1470	758487	1613396
1471	758913	1612691
1472	759347	1612002
1473	759868	1611499
1474	760401	1611020
1475	760977	1610632
1476	761543	1610224
1477	762122	1609841
1478	762552	1609146
1479	763124	1608748
1480	763793	1608555
1481	764354	1608135
1482	764879	1607640
1483	765324	1606976
1484	765920	1606628
1485	766378	1605991
1486	766827	1605335
1487	767254	1604634
1488	767676	1603922
1489	768182	1603387
1490	768699	1602875
1491	769225	1602381
1492	769644	1601664
1493	770117	1601061
1494	770536	1600344
1495	771085	1599898
1496	771706	1599603
